Title,Description,Ingredients,Directions,Link
Salmon Caesar Salad,"This salmon Caesar salad, with Romaine lettuce, topped with cold salmon, toasted croutons, and a homemade Caesar dressing, will be the salad you will make all summer long.","['1 (8 ounce) salmon filet', '2 teaspoons oil', '2 teaspoons honey', 'salt and freshly ground black pepper to taste', '1 large egg', '2 tablespoons lemon juice', '2 teaspoons Worcestershire sauce', '1 1/2 teaspoons Dijon mustard', '2 cloves garlic, crushed', '3 anchovies', '1/4 cup freshly grated Parmesan cheese', 'freshly ground black pepper to taste', '1/2 cup olive oil', '1 tablespoon butter', '2 slices day-old bread, cut into cubes', '1/2 teaspoon italian seasoning', '1/4 teaspoon granulated garlic', '1 head Romaine lettuce, torn into bite-sized pieces', 'shaved Parmesan cheese for garnish']","['Set a nonstick skillet over medium high heat. Heat 2 teaspoons oil until it shimmers. Add salmon, skin side down. Brush with honey; sprinkle with salt and pepper. Cover and cook for 4 minutes.', 'Carefully flip salmon and reduce the heat to medium. Continue cooking until fish flakes easily with a fork, about 5 minutes more. Remove salmon to a plate or container; cover and refrigerate until very cold, at least 2 hours.', 'For dressing, crack an egg into a food processor. Add lemon juice, Worcestershire, Dijon, garlic, anchovies, grated Parmesan and black pepper; pulse to combine. With food processor running, drizzle in oil until mixture emulsifies. Refrigerate dressing until needed.', 'For croutons, melt butter in a heavy skillet over medium-high heat. Add bread cubes; sprinkle with Italian seasoning and granulated garlic.', 'Toast until croutons are browned, about 5 minutes. Remove from heat; set aside.', 'For salad, add lettuce to a large bowl. Flake salmon with a fork into bite-sized pieces and add to the bowl. Drizzle with Caesar dressing; top with croutons and shaved Parmesan.']",https://www.allrecipes.com/salmon-caesar-salad-recipe-8667191
Couscous Chicken Soup,Making this flavorful chicken couscous soup with an herb and mushroom couscous mix gives a nice change from noodles. It’s a one-pot meal that is ready in under an hour.,"['2 tablespoons unsalted butter', '1 onion, chopped', '2 carrots, peeled and diced', '3 stalks celery, diced', '1 1/4 pounds cubed cooked chicken breast', '8 cups chicken broth', '1/2 tablespoon dried parsley flakes or dried dill', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '2 (5.4 ounce) boxes herb couscous mix (such as Near East® Wild Mushroom & Herb Couscous Mix)']","['Melt butter in a large stock pot over medium-high heat. Add onion, carrot, and celery, and cook\xa0 and stir for 5 minutes.', 'Add chicken, broth, parsley, salt, and pepper. Bring to a boil, reduce heat, and simmer 20 minutes.', 'Add couscous and cook 7 minutes more. Ladle into bowls and serve.']",https://www.allrecipes.com/couscous-chicken-soup-recipe-8671629
New York-Style Crumb Cake,New York-style crumb cake is known for its mile-high crumble. I used cake flour in the crumble to produce a light and airy topping. The cake is sturdy enough to cut into bars but you may lose some of the crumbs!,"['4 cups cake flour', '1 cup brown sugar', '1/2 cup white sugar', '2 teaspoons ground cinnamon', '1/2 teaspoon salt', '1 1/4 cups butter, melted', '1 1/2 cups all-purpose flour', '1/2 cup white sugar', '1 1/2 teaspoons baking powder', '1/2 teaspoon salt', '1 large egg, beaten, at room temperature', '1/2 cup buttermilk', '2 tablespoons oil', '2 tablespoons vanilla extract']","['Preheat the oven to 350 degrees F (175 degrees C). Grease an 8x8-inch baking pan; set aside.', 'For crumble, whisk cake flour, brown sugar, white sugar, cinnamon, and salt together in a bowl. Pour in melted butter. Crumble with your hands until mixture forms chunks. Let stand for at least 10 minutes for flour to absorb butter.', 'For cake, stir all-purpose flour, sugar, baking powder, and salt together in another bowl until well combined. Add egg, buttermilk, oil, and vanilla and stir until well incorporated. Spread into the prepared pan.', 'Add crumble over cake batter by breaking into large chunks.', 'Bake until a wooden skewer inserted in the center comes out clean, for 45 to 55 minutes. Cool on a wire rack for at least 1 hour.']",https://www.allrecipes.com/new-york-style-crumb-cake-recipe-8667166
Chicken Soup with Pearl Couscous,"This chicken soup with pearl couscous is superb comfort food, something most turn to when the weather turns cool. This soup is easy to make and cleanup is minimal, perfect for a weeknight.","['6 cups low sodium chicken broth', '1 small onion, diced', '3 carrots, chopped', '2 cups cubed chicken', '1/2 cup Israeli couscous', 'salt and freshly ground black pepper', '3 tablespoons unsalted butter', '3 tablespoons all-purpose flour', '1 tablespoon chopped fresh parsley, or as needed, for garnish']","['Bring chicken broth to a simmer in a pot over medium heat. Add onions, carrots, diced chicken, couscous, salt, and pepper and cook for 10 minutes.', 'Microwave butter in a small glass bowl until melted, about 30 seconds. Add flour, whisking well until smooth.', 'Whisk roux into broth, and cook until slightly thickened, about 10 minutes. Garnish with parsley and serve immediately.']",https://www.allrecipes.com/chicken-soup-with-pearl-couscous-recipe-8671625
Strawberry Balsamic Pork Chops,"These strawberry balsamic pork chops in a sweetly tart glaze are a one-skillet dish that takes full advantage of how well fruit and pork go together, and the delicious combination of strawberries and balsamic vinegar. You can adjust the sweetness by using as much or as little honey as you like. Serve with a crusty, buttery bread and a simple tossed salad.","['2 tablespoons unsalted butter, divided', '1 tablespoon olive oil', '1/4 cup balsamic vinegar', '3 cups sliced fresh strawberries', '1 tablespoon honey, or to taste', 'salt and freshly ground black pepper to taste', 'several fresh thyme\xa0sprigs, plus extra for garnish', '4 (3/4-inch thick) boneless pork loin chops']","['Melt 1 1ablespoon unsalted butter in a large, non-stick skillet over medium heat. Stir in balsamic vinegar and cook until mixture is bubbly and fragrant, about 1 minute.', 'Add sliced strawberries, honey, a pinch of salt, and fresh thyme sprigs, to taste to the skillet. Stir, and cook until strawberries are softened and the liquid has thickened slightly, 5 to 8 minutes, stirring occasionally. Pour into a small bowl, remove thyme sprigs, and set aside.', 'Wipe out the skillet, return to the burner, add the remaining butter, and pour in olive oil.', 'Pat chops dry;\xa0 season to taste with salt and pepper. When butter stops bubbling, add seasoned chops and cook until browned on each side, 1 to 3 minutes. Add strawberry mixture to the skillet, and turn each chop to coat with the liquid. Stack strawberries on top of each chop.', 'Simmer until an instant read thermometer inserted near the center of chops reads 145 degrees F (63 degrees C), 6 to 10 minutes. Garnish with additional fresh thyme sprigs, if desired, and serve warm.']",https://www.allrecipes.com/strawberry-balsamic-pork-chops-recipe-8671638
Crustless Grilled Cheese,"These crustless grilled cheese sandwiches are great to have stashed in the freezer for when the kids need a quick snack. Easy for little hands to hold, with the cheese sealed inside and no tough crusts, they’re fun for them and convenient for you. You will need a sandwich sealer for this recipe, and they are easy to find online.","['8 slices white sandwich bread', '4 slices Cheddar cheese', '2 tablespoons softened butter, or as needed']","['Spread a thin layer of butter onto 1 side of each slice of bread.', 'Using a round cookie cutter that is slightly smaller than the sandwich sealer, press out round slices of cheese. Lay 4 slices of bread on a work surface, buttered side down. Place a cheese round in the center of each slice. Top with remaining 4 bread slices, buttered side up.', 'Center a sandwich sealer over a sandwich, press the sealer down, and hold it in place to seal the edges, 15 to 30 seconds. Pull the crusts away from the sealer; discard. Repeat with remaining sandwiches.', 'Place sandwich discs on a parchment-lined baking sheet and freeze for 2 hours before transferring into a freezer bag.', 'Preheat the air fryer to 380 degrees F (193 degrees C). Cook frozen sandwiches until golden, about 5 minutes. If sandwiches are thawed, cook 3 minutes at 370 degrees F (188 degrees C).']",https://www.allrecipes.com/crustless-grilled-cheese-recipe-8670392
Easy Puff Pastry Cheese Danish,"These easy puff pastry cheese Danish make quick work of fruit Danish-inspired delights! Simply thaw the pastry, cut into serving pieces, then dress with a simple cream cheese mixture. Top with fruit preserves or lemon curd, and add fresh fruit on top. With cherry preserves, use fresh cherry halves as a garnish. For blueberry preserves, use fresh whole blueberries. Garnish lemon curd with thinly sliced lemon. Enjoy as a breakfast treat, or for a mid-morning coffee break.","['1 sheet frozen puff pastry, thawed', '4 ounces cream cheese, softened', '1 tablespoon white sugar', '2 teaspoons milk', '1 teaspoon lemon zest', '6 tablespoons fruit preserves', 'fresh fruit (optional)']","['Preheat the oven to 400 degrees F (200 degrees C) and line a sheet pan with parchment paper.', 'Unfold thawed puff pastry on the prepared sheet pan and cut into 6 equal rectangles. Score each rectangle about 1/2-inch from edges on all four sides, being careful not to cut all the way through the pastry. Prick the pastry all over inside the score marks with a fork.', 'In a small bowl, stir together cream cheese, sugar, milk, and lemon zest until mixture is smooth and sugar has dissolved.', 'Divide cream cheese mixture evenly among puff pastry rectangles. Using a small offset spatula or a dinner knife, spread the cream cheese mixture over pastry up to the scored edge. Top each pastry with 1 tablespoon fruit preserves; garnish with fresh fruit.', 'Bake in the center of the preheated oven until the crust is flaky and lightly browned, 15 to 18 minutes. Remove to cool on a rack for about 10 minutes.']",https://www.allrecipes.com/easy-puff-pastry-cheese-danish-recipe-8669478
Strawberry Mousse Shooters,"You must make these strawberry mousse shooters—it just doesn’t get much easier than this for a simple, yet elegant dessert. I like to pipe the mousse into shooter glasses for a lovely presentation. This also may be served in small dessert dishes, but remember, EVERYBODY has room for a mini dessert.","['10 ounces fresh strawberries\xa0- trimmed, rinsed, and quartered', '3 tablespoons sugar', '3/4 cup heavy cream', ""1/4 cup confectioner's sugar"", '2 tablespoons strawberry preserves', '1/2 teaspoon almond extract', 'fresh mint and extra chopped strawberries for garnish (optional)']","['Add strawberries and sugar to a blender, process to a fine puree, and set aside.', 'Beat heavy whipping cream in a chilled bowl using chilled beaters until frothy. Add confectioners sugar, strawberry preserves, and almond extract, and continue to beat until stiff peaks form, about 1 to 2 minutes.', 'Add the strawberry puree equally to the shooter glasses, about a quarter to a third of the way up. Spoon or pipe the mousse on top of the puree, and garnish with fresh mint and strawberries, if using. Move to the fridge to chill.']",https://www.allrecipes.com/strawberry-mousse-shooters-recipe-8670298
Million Dollar Deviled Eggs,"These million dollar deviled eggs have a secret ingredient. Butter lends a velvety texture, transforming a simple, classic deviled egg into something a bit more special.","['12 large hard-boiled eggs, peeled', '1/4 cup mayonnaise', '2 tablespoons butter, softened to room temperature', '2 teaspoons yellow mustard', '2 teaspoons sweet pickle juice', '1/2 teaspoon sriracha, or to taste', 'salt and freshly ground black pepper to taste', '3 tablespoons crumbled crisp cooked bacon']","['Slice eggs in half lengthwise. Remove egg yolks, and place in a bowl.', 'Add mayonnaise, butter, mustard, pickle juice, Sriracha, salt, and pepper to the yolks. Mash with a fork or use a small food processor until filling is very smooth and creamy.', 'Evenly scoop or pipe egg yolk mixture into each egg white. Top with bacon crumbles. Move to the refrigerator to chill or serve immediately.']",https://www.allrecipes.com/million-dollar-deviled-eggs-recipe-8669008
Peach and Goat Cheese Tartine,"For me, this is summer on a slice of bread. August is national goat cheese month (no, I don't know who decides these things), and what better way to enjoy chevre than by topping it with sweet, ripe, impossibly juicy peach slices? Mix in a little thyme and black pepper to keep things interesting, and you're looking at a very special treat.","['2 (1 inch thick) slices French bread, toasted', '2 tablespoons olive oil, divided, or as needed', '4 ounces fresh goat cheese, softened', '2 teaspoons fresh thyme leaves, or to taste', 'salt and freshly ground black pepper to taste', '6  fresh peach slices']","[""Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a baking sheet with aluminum foil."", 'Place toast on prepared baking sheet and drizzle each side with about 1 teaspoon olive oil.', 'Stir goat cheese, thyme, pepper together in a bowl until soft and spreadable.', 'Spread cheese mixture on each piece of toast all the way to the edges so entire piece is covered.', 'Top each toast with 3 peach slices; drizzle remaining olive oil and sprinkle salt over the top.', 'Broil in the preheated oven until tops and edges are lightly browned and cheese and peaches are warmed through, about 2 minutes.']",https://www.allrecipes.com/recipe/237477/peach-and-goat-cheese-tartine/
The Ultimate Pool Sandwich,Take a dip into this glorious stuffed sandwich this summer!,"['1 round bread loaf', '2 tablespoons butter', '2 tablespoons yellow mustard', '2 cups shredded iceberg lettuce', '1/2 pound sliced deli ham', '1/2 pound sliced deli turkey', '6 slices Swiss cheese', '6 slices Cheddar or Colby Jack cheese']","['When I was a kid, we often spent all day at the community pool. We’d leisurely snack on popsicles and chips, until it was time for lunch. No one wanted to dry off, get dressed, and go home for lunch. Mayonnaise didn’t travel well and wasn’t safe under the summer sun. Peanut butter sandwiches were a solution, but also suffered under the heat.', 'My kids love the pool too, so I looked for a better alternative to those less-than lunches of childhood. The answer? Stuffed sandwiches. They travel well and are easy to eat, even with wet pool fingers. Prepping the night before or in the morning is easy with a round loaf filled with sandwich fixings. A bake-on mustard and butter coating adds extra flavor.', 'The ingredients are easy; you can make this sandwich from whatever deli meats and cheeses you have on hand. Kid hands can also help in the process. Simply make or buy a round unsliced bread loaf, cut off the top, scoop out the insides, and fill. The completed round sandwich stores well in the fridge overnight. Slice it ahead and put it in zip-top bags. Or, keep it in the circular form and wrap the entire sandwich for slicing and serving poolside.', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Cut a wide circle out of the bread loaf top like you’re making a soup bread bowl. Carefully remove and set aside the loaf top.', 'Hollow out the bread interior, being careful not to break through the sides. The loaf interior can be used to make croutons, so there’s no waste.', 'Melt butter with mustard in the microwave for 15 seconds in a small bowl. Mix well.', 'Brush butter mixture onto the exterior of the bread loaf and top; place loaf and top on a baking sheet.', 'Bake in the preheated oven for 10 minutes. Let cool.', 'Pat lettuce dry and place a layer in the bottom of the hollowed-out loaf. Layer cheese over lettuce. Add a layer of ham and turkey. Repeat until the loaf is full. Top with reserved bread top.', 'Wrap sandwich in plastic wrap and put on a baking sheet. Place another baking sheet on top with something to weigh it down.', 'Place the completed sandwich on the baking sheet in the refrigerator for at least 1 hour or overnight.', 'Keep the sandwich whole or cut it into easy triangular sections.']",https://www.allrecipes.com/ultimate-pool-sandwich-recipe-8653433
BBQ'D Beans,This side dish cooks up quickly and turns out perfect every time.,"['1 1/2 pounds ground beef', '3 large green peppers, grated on the large holes of a box grater, or in a food processor', '2 large onions, chopped', '1/4 teaspoon garlic powder, or to taste', 'salt and freshly ground black pepper to taste', '2 (19.75 ounce) cans pork and beans, such as Campbell’s® Pork and Beans', '1 cup ketchup', '1 tablespoon yellow mustard', '1 cup brown sugar', '1 tablespoon Worcestershire sauce']","['In 1984 my family was very new to the Parkersburg, WV area.\xa0 My oldest was almost 5 years old and the following summer she played T-Ball for a kids league at the DuPont Fields. They won their championship that year!\xa0After the last game, one family invited everyone to their house for a picnic.\xa0 The hostess made these terrific baked beans and I just had to have the recipe.', 'From that point on, anytime we had an event, these beans were our go-to, and when they were served everyone ate them. No leftovers. The guys always liked to put them on a hot dog or even just on a bun!\xa0 My daughter—who was so young then and has now been married for almost 21 years—always makes these beans for get-togethers and it is her signature dish.', 'Preheat the oven to 375 degrees F (190 degrees C).', 'Cook and stir ground beef, green pepper, onion, garlic powder, salt, and pepper together in a large skillet over medium-high heat until beef is browned and crumbly, about 10 minutes. Drain any excess grease.', 'Stir in pork and beans, ketchup, mustard, brown sugar, and Worcestershire sauce. Pour into a 9x13-inch baking pan. Cover with foil.', 'Bake in the preheated oven until hot and bubbly, about 1 hour.']",https://www.allrecipes.com/bbq-beans-recipe-8653439
Triple Seared Whiskey Burger,"This triple-seared whiskey burger uses the technique from my Japanese-style triple seared steak, and produces the most extraordinarily delicious, juicy burger, with a whiskey-soy glazed exterior.","['1 pound ground beef\xa0(85% lean recommended)', '2 teaspoons avocado oil', '2 tablespoons sea salt', '1/3 cup whiskey', '1/4 cup soy sauce']","['After posting the incredibly delicious Japanese-style triple seared steak I got a lot of comments and questions about whether this would work for a burger, so I decided to test it out. The answer is yes. Yes, yes, yes. Enjoy!', 'Wet your hands, and form 2 (8-ounce) burgers; place on a plate, cover, and refrigerate until ready to grill. For this process, cold meat works best.', 'Before starting the triple-searing process, build a very hot hardwood charcoal fire. Oak, mesquite or hickory are great choices. The coals should be glowing red, and radiating extreme heat before the meat hits the grill.', 'Rub burgers all over with oil. Coat with sea salt until entire surface area is completely covered.', 'Pour whiskey into a shallow bowl; set aside.', 'Place burgers on hottest spot on the grill, and sear both sides, 2 minutes per side.', 'Transfer burgers into bowl of whiskey, and turn constantly for at least 1 minute. Most of the salt will rinse off.', 'Place burgers back onto the hottest spot on the grill, and sear both sides again, 2 minutes per side. You can baste steak with a small amount of whiskey while searing.', 'Add soy sauce to another shallow bowl. Add burgers to the bowl, and turn constantly for at least 1 minute.', 'Return burgers to the hottest spot on the grill for the 3rd and final sear. Grill each side until desired doneness is reached, about 2 minutes. For a rosy-pink (medium-rare) inside, remove when an instant-read thermometer inserted near the center reads 125 to 130 F (52 to 54 degrees C).']",https://www.allrecipes.com/triple-seared-whiskey-burger-recipe-8668974
Lemon Cheesecake Creme Brulee Croissants,"These lemon cheesecake creme brulee croissants are filled with a mixture of lemon curd and no-bake lemon cheesecake filling, then glazed with caramelized sugar syrup for that creme brulee crunch.","['6 large croissants', '1  cup cheesecake filling, such as Philadelphia® Cheesecake No-Bake', '1/4 cup lemon curd', '1 teaspoon lemon zest', '1 cup white sugar', '1/4 cup water']","['Combine cheesecake filling, lemon curd and lemon zest in a bowl; stir well. Add mixture to a piping bag or large zip-top bag. Make a small cut in the corner of the bag.', 'Use a paring knife to make a small cut into the side of each croissant. Create an opening large enough to pipe the filling into. Fill each roll with about 3 tablespoons of\xa0 filling. Place filled croissants on a wire rack set inside a lined baking sheet to catch excess drippings.', 'Add sugar and water to a small saucepan and bring to a simmer over medium-high heat. Reduce to medium low and cook, without stirring, until lightly golden brown, about 10 minutes.\xa0Remove mixture from the heat. Working very carefully, pour sugar syrup evenly over prepared croissants to lightly coat rolls; let stand until completely cooled and lightly hardened on top, 10 to 15 minutes.']",https://www.allrecipes.com/lemon-cheesecake-creme-brulee-croissants-recipe-8668473
The Viral Crookie,"There's a reason the viral crookie is so popular—well, maybe 2 reasons—it's killer good and it's dead easy.","['2 large croissants', '1 cup chocolate chip cookie dough']","['Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment.', 'Slice croissants in half lengthwise. Place about 1/4 cup cookie dough in large chunks into the center of each croissant. Divide remaining half cup dough into 4 portions and place 2 portions on top by lightly pressing them on to the croissant. Place prepared croissants on the prepared baking sheet.', 'Bake in the preheated oven until the top cookie dough is lightly browned around the edges, 10 to 12 minutes. Let cool 5 minutes before serving.']",https://www.allrecipes.com/the-viral-crookie-recipe-8668574
Flat Croissant with Nutella and Berries,"This flat croissant with Nutella and berries is as delicious as a tart. A deliciously pan-toasted croissant, warm, spread with Nutella, and topped with fresh berries, can be a snack, a sumptuous breakfast, or even dessert.","['1 large croissant', '1 1/2 tablespoons butter', '1 tablespoon honey', '1 tablespoon chocolate hazelnut spread (such as Nutella®)', '1/4 cup fresh berries, such as sliced strawberries, blueberries or raspberries']","['Use a rolling pin or hands to flatten the croissant to 1/4-inch thick.', 'Heat butter a medium skillet over medium heat until melted. Place croissant in skillet, bottom side down, and press firmly with bottom of a smaller skillet or saucepan until lightly browned, about 3 minutes.\xa0 Drizzle honey evenly over croissant and add remaining butter to skillet. Flip croissant over and press again, cooking until the top side is lightly browned and toasted, about 2 minutes. Remove to a plate to cool.', 'Spread Nutella over the croissant and top with berries as desired.']",https://www.allrecipes.com/flat-croissant-with-nutella-and-berries-recipe-8668537
Beef and Pineapple Stir Fry,"This beef and pineapple stir fry, with its spicy sweet flavors and rainbow of colors, will tickle your tongue and please your eye. Enjoy with rice or noodles.","['1 pound beef top round or top sirloin, thinly sliced', '1/4 cup cornstarch, divided', '1 (14-ounce) can pineapple chunks in juice, drained, juice reserved', '1/2 cup beef broth', '1/2 cup soy sauce', '2 tablespoons rice vinegar', '2 tablespoons sambal oelek or Sriracha, or to taste', '2 tablespoons vegetable oil', '1 cup thinly sliced red onion', '1 cup matchstick-cut carrots', '7 ounces fresh snow peas, trimmed', '1/2 large red bell pepper, thinly sliced', '2 cloves garlic, minced', '2 tablespoons grated ginger', 'fresh chopped chives for garnish (optional)', 'hot cooked rice (optional)']","['Combine beef strips and 2 tablespoons cornstarch in a bowl; toss until beef strips are evenly coated. Set aside.', 'To make sauce, stir 1/4 cup reserved pineapple juice, beef broth, soy sauce, rice vinegar, and sambal oelek or Sriracha together in a bowl; set aside.', 'Heat oil in a large skillet or wok over medium-high heat. Add beef and onion to the hot oil, and cook, stirring quickly and constantly, until beef is browned, about 5 minutes.', 'Stir in carrots, snow peas, and bell pepper; cook and stir about 1 minute. Add garlic and ginger and cook about 30 seconds. Stir in reserved sauce and pineapple chunks.', 'Stir remaining cornstarch with 2 tablespoons water and add to the skillet. Cook, stirring constantly, until sauce is thickened, 1 to 2 minutes more.', 'Serve immediately with hot cooked rice, garnished with fresh chives, if desired.']",https://www.allrecipes.com/beef-and-pineapple-stir-fry-recipe-8667710
Summer Meat Slaw,"This summer meat slaw is the most exciting thing to happen to coleslaw in centuries. You can use leftover pulled pork—I used kalua pork—or any cooked meat, and it is unlike any slaw you've ever had. Your summer cookouts will never be the same.","['1 head green cabbage', '1/2 cup sliced green onions, plus more for garnish', '1 red bell pepper, sliced into thin strips', '1 large carrot', '2 cloves garlic, crushed', '4 cups pulled pork or other cooked, shredded meat', '1/4 cup avocado oil, divided, or as needed', '1 teaspoon kosher salt, plus more to taste', '1/2 teaspoon freshly ground black pepper', '2 teaspoons chile garlic sauce (such as Sriracha®)', '1/3 cup seasoned rice vinegar', '1/3 cup chopped cilantro']","[""This summer meat slaw is probably the most exciting thing to happen to coleslaw in centuries. It’s hard to say, since there’s no such thing as a coleslaw historian, so maybe this is actually the only exciting thing to happen to coleslaw ever, but historical considerations aside, this meaty, super-savory side dish is unlike any slaw you've ever had, and your summer cookouts will never be the same."", 'You can use leftover pulled pork, grilled chicken, barbecued beef, or any other type of cooked, shred-able meat, but no matter what you use, this is sure to be a crowd-pleaser. Besides the meat, you can also customize your dressing, as well as what vegetables make the cut, so please treat this video as an idea starter, and take it from there. But, no matter what ends up going in yours, I really do hope you give this a try soon. Enjoy!', 'Halve and core cabbage; cut each half into 2 pieces, and slice cabbage into 1/4-inch thick strips; set aside.', 'Add green onions, bell pepper, and garlic to a large mixing bowl. With a vegetable peeler, peel thin strips of carrot over the top.', 'Place a nonstick skillet over high heat and add pork. Cook until pork is very hot and a brown crust is forming on the meat, about 5 minutes. If meat is lean, 1 to 2 tablespoons of oil can be added to the pan as needed. Pour hot pork over veggies and mix with tongs to combine.', 'Add 2 tablespoons oil to the same pan and place over high heat. Transfer in cabbage and salt. Cook, stirring, until cabbage softens and starts to brown in spots, but still retains a bit of crunch.', 'Add cabbage, black pepper, Sriracha, and rice vinegar to the bowl; mix slaw thoroughly. Add cilantro, and mix thoroughly.\xa0 Taste for seasoning, and adjust salt and pepper, heat, and vinegar as needed.', 'Serve hot, warm, or at room temperature, garnished with thinly sliced green onion. If making ahead, warm slaw before serving.']",https://www.allrecipes.com/summer-meat-slaw-recipe-8666307
Olive Boursin Spread,"This olive Boursin spread is creamy, delicate, and indulgent, and you’ll see this gourmet cheese appetizer disappear quickly. If you have any fresh oregano, it’s a nice garnish. I typically serve as an appetizer, but this also makes an unforgettable grilled cheese sandwich.","['2 tablespoons pitted Kalamata olives,\xa0drained and roughly chopped', '2 tablespoons pimento-stuffed green olives, drained and roughly chopped', '2 tablespoons oil packed sun-dried tomatoes, drained and roughly chopped', '1 (5.2 ounce) package garlic & fine herbs Gournay cheese (such as Boursin®), softened', '1/2 fresh lemon, zested and juiced', '1 1/2 teaspoons olive oil', '1/4 teaspoon dried oregano', 'freshly ground black pepper to taste', '1/2 cucumber, sliced 1/4-inch thick', 'crackers, any kind', 'fresh oregano leaves (optional)']","['Combine Kalamata olives, green olives, and sun-dried tomatoes in a small bowl.', 'Add Boursin, lemon zest, lemon juice, olive oil, oregano, and pepper to a bowl, and stir\xa0until well combined. Gently mix in the olive mixture.', 'Place a cucumber slice on a cracker, top with a dollop of spread, garnish with an oregano leaf, and serve.', 'Leftover spread may be stored in an airtight container in the refrigerator.']",https://www.allrecipes.com/olive-boursin-spread-recipe-8665737
Easy Buffalo Chicken Salad,"This easy Buffalo chicken salad is next level - it’s the Buffalo-flavored chicken that takes this basic salad up a notch. The chicken, moist and packed with flavor, combined with blue cheese crumbles and your favorite dressing will have you coming back for more.","['2 skinless, boneless chicken breasts, cut in half horizontally', '2 tablespoons Cajun seasoning, divided', '1/4 cup grapeseed oil', '1/3 cup ranch dressing', '1/3 cup hot sauce', '8 cups torn green leafy lettuce, or as needed', '1 cup cherry tomatoes, halved', '1/2 cucumber, sliced', '1/2 cup shredded carrots', '1/2 cup crumbled blue cheese, or to taste', 'your favorite salad dressing']","['Preheat the oven to 400 degrees F (200 degrees C). Grease a baking sheet.', 'Season chicken with 1 tablespoon Cajun seasoning. Heat oil in a cast iron skillet over medium-high heat. Add chicken to the hot oil, without crowding, and cook, turning once, until no longer pink at the center and juices run clear, about 6 minutes per side. An instant-read thermometer inserted near the center will read 165 degrees F (74 degrees C). Remove chicken from pan to a plate to cool, about 10 minutes.', 'Stir ranch dressing, hot sauce, and remaining 1 tablespoon Cajun seasoning together in a large bowl.', 'Cut chicken into bite-sized pieces; add to bowl with sauce mixture and toss well. Place chicken on the prepared baking sheet.', 'Bake in the preheated oven until just beginning to get crisp, 5 to 10 minutes; remove to cool, about 10 minutes.', 'Combine green leafy lettuce, tomatoes, cucumbers, and carrots in a salad bowl. Add Buffalo chicken and blue cheese crumbles. Serve with your favorite dressing.']",https://www.allrecipes.com/easy-buffalo-chicken-salad-recipe-8665710
Peach Brulee Burrata Bruschetta,"A slice of toast with a schmear of Burrata is already a beautiful thing, but when you add a nice pinch of Herbes de Provence salt, then a slice of peach brulee, you are talking about a whole new level of beautiful. This is perfect for any kind of entertaining that occurs while fresh peaches are still in season.","['1 teaspoon herbes de Provence', '1 teaspoon sea salt', '12 slices Italian bread, toasted', '6 ounces Burrata cheese', '1 large fresh freestone peach, cut into 12 slices', '2 tablespoons turbinado sugar']","['Stir together herbes de Provence and sea salt in a small bowl. Set aside.', 'Top each slice toasted bread with a generous spread of Burrata cheese. Sprinkle cheese with a pinch of the herbes de Provence sea salt mixture. Set aside.', 'Lay peach slices flat in a single layer on a flame-proof surface or plate. Lightly sprinkle each slice with turbinado sugar. Using a kitchen torch set to a medium-low flame, melt the sugar by making short, even passes over the top of the sugar. Continue melting the sugar until it bubbles and turns dark brown, about 30 seconds. Place peach slice on each piece of toast and serve.']",https://www.allrecipes.com/recipe/222391/peach-brulee-burrata-bruschetta/
Beef Enchilada Bake,"This beef enchilada bake with chili beans, bell pepper, and cheese is easy to assemble and bakes quickly enough to make a great family-friendly weeknight dinner.","['2 teaspoons olive oil', '1 onion, chopped', '4 cloves garlic, minced', '1 large bell pepper, any color, diced', '1 pound ground beef', '1 (15 ounce) can chili beans', 'salt and pepper to taste', '1 teaspoon ground cumin', '1 (15 ounce) can red enchilada sauce, divided', '12 corn tortillas', '12 ounces Mexican blend shredded cheese', 'cilantro, for garnish (optional)', 'sour cream, for garnish (optional)']","['Preheat the oven to 375 degrees F (190 degrees C).', 'Heat a large skillet over medium heat. Add olive oil, then add onions. Sauté until onions just start to soften, 2 to 3 minutes. Add bell pepper; sauté 1 to 2 minutes. Add garlic and sauté until fragrant, about 1 minute.', 'Add ground beef; cook, breaking up beef with a spatula, until browned and crumbly, about 10 minutes. Drain any grease. Stir in chili beans. Season with salt, black pepper, and cumin. Stir in 1 cup enchilada sauce, reduce heat to medium-low, and simmer, uncovered, for 5 minutes.', 'Meanwhile, spread remaining enchilada sauce evenly in the bottom of a 10x8-inch baking dish.', 'Using a sharp knife, carefully cut a straight edge off one side of the tortillas. Place 4 tortillas with the cut edge facing the sides of the dish.', 'Spread half of the beef mixture over tortillas and top with 3 ounces cheese. Add another layer of tortillas, then beef mixture and 3 ounces cheese to create the second layer. Repeat layers ending with remaining cheese. Cover with foil.', 'Bake in the preheated oven for 15 minutes. Remove foil; bake until cheese is lightly browned, 5 to 10 minutes more. Remove from the oven; allow to rest for 5 to 10 minutes before serving. Garnish with sour cream and chopped cilantro if desired.']",https://www.allrecipes.com/beef-enchilada-bake-recipe-8660926
